4 1 1 -100 0 0 
4 1 2 -100 0 0 
4 1 3 -100 0 0 
4 1 4 -100 0 0 
4 2 1 -100 0 0 
4 2 2 -100 0 0 
4 2 3 -100 0 0 
4 2 4 0.295076 2.62654 3.05007 
4 3 1 -100 0 0 
4 3 2 -100 0 0 
4 3 3 -100 0 0 
4 3 4 0.0358558 1.03955 1.4019 
4 4 1 -100 0 0 
4 4 2 -100 0 0 
4 4 3 -100 0 0 
4 4 4 -100 0 0 
3 1 1 -100 0 0 
3 1 2 -100 0 0 
3 1 3 -100 0 0 
3 1 4 -100 0 0 
3 2 1 -100 0 0 
3 2 2 0.227441 2.62088 2.73106 
3 2 3 0.655972 1.64334 1.8494 
3 2 4 -100 0 0 
3 3 1 -100 0 0 
3 3 2 -100 0 0 
3 3 3 -100 0 0 
3 3 4 -0.088646 1.35212 1.73461 
3 4 1 -100 0 0 
3 4 2 -100 0 0 
3 4 3 -100 0 0 
3 4 4 -100 0 0 
2 1 1 -100 0 0 
2 1 2 0.0659123 4.07786 5.12527 
2 1 3 0.689458 2.365 2.50035 
2 1 4 0.438796 0.85194 1.26117 
2 2 1 -100 0 0 
2 2 2 -0.329085 1.31312 1.30375 
2 2 3 0.10051 0.986214 1.17701 
2 2 4 0.0982032 0.445285 0.547628 
2 3 1 -100 0 0 
2 3 2 -100 0 0 
2 3 3 -100 0 0 
2 3 4 0.128315 1.15691 0.953506 
2 4 1 -100 0 0 
2 4 2 -100 0 0 
2 4 3 -100 0 0 
2 4 4 -100 0 0 
1 1 1 0.387799 6.07628 4.3799 
1 1 2 1.74123 5.13729 2.56015 
1 1 3 0.888374 1.17624 0.475175 
1 1 4 0.492826 0.112394 0.0777508 
1 2 1 -100 0 0 
1 2 2 -0.800599 0.794755 0.521014 
1 2 3 0.320088 0.470542 0.308192 
1 2 4 0.126059 0.236675 0.15642 
1 3 1 -100 0 0 
1 3 2 -100 0 0 
1 3 3 -0.177125 1.14746 1.18114 
1 3 4 0.148864 0.456447 0.277903 
1 4 1 -100 0 0 
1 4 2 -100 0 0 
1 4 3 -100 0 0 
1 4 4 -100 0 0 
