1 0.618378 0.0674268 0.0675486 1.25 0.11 0.07
2 0.478627 0.031834 0.0318708 1.24 0.11 0.22
3 0.375071 0.0316631 0.0316879 1.24 0.11 0.38
4 0.308797 0.0382677 0.0382556 1.21 0.11 0.52
5 0.2549 0.0453107 0.0451771 1.2 0.11 0.67
6 0.213384 0.0505832 0.0499761 1.2 0.11 0.82
7 0.184592 0.0773198 0.0735609 1.2 0.11 0.95
8 0.624736 0.050415 0.0505306 1.23 0.14 0.08
9 0.496696 0.0279178 0.0279878 1.22 0.15 0.22
10 0.392593 0.0227492 0.0227798 1.22 0.14 0.37
11 0.315029 0.0195769 0.0195847 1.21 0.14 0.53
12 0.260625 0.02255 0.0225321 1.19 0.14 0.68
13 0.223324 0.024251 0.0241753 1.19 0.15 0.82
14 0.193742 0.0349083 0.0345001 1.21 0.15 0.95
15 0.629398 0.0661013 0.0664324 1.21 0.21 0.09
16 0.507865 0.030675 0.0308305 1.21 0.21 0.22
17 0.406402 0.0476844 0.0481786 1.21 0.21 0.37
18 0.332116 0.0293853 0.0294391 1.2 0.21 0.52
19 0.271676 0.0231976 0.0230261 1.19 0.2 0.68
20 0.228871 0.0276462 0.0275686 1.19 0.2 0.83
21 0.201298 0.0464885 0.0457962 1.21 0.2 0.95
22 0.603044 0.160858 0.155909 1.27 0.26 0.11
23 0.505114 0.0332496 0.0334314 1.28 0.26 0.22
24 0.405871 0.0475697 0.0485625 1.28 0.26 0.37
25 0.33317 0.0517466 0.0523123 1.28 0.26 0.52
26 0.278239 0.0400171 0.0400856 1.27 0.26 0.67
27 0.23562 0.0391412 0.0390392 1.27 0.26 0.82
28 0.205925 0.0622272 0.0612068 1.28 0.26 0.95
29 0.567787 0.608635 0.638345 1.44 0.31 0.13
30 0.492648 0.0993542 0.102828 1.44 0.31 0.22
31 0.397166 0.117771 0.126693 1.44 0.31 0.37
32 0.327232 0.135454 0.146597 1.44 0.31 0.52
33 0.27441 0.113266 0.116363 1.44 0.31 0.67
34 0.233478 0.0995046 0.100324 1.44 0.31 0.82
35 0.204978 0.154869 0.153804 1.44 0.31 0.95
36 0.618938 0.0653091 0.0653369 1.77 0.11 0.07
37 0.480156 0.0379789 0.0379866 1.77 0.11 0.22
38 0.382666 0.0436642 0.0436642 1.73 0.11 0.37
39 0.311671 0.05225 0.0522354 1.72 0.11 0.52
40 0.258291 0.0598949 0.0597671 1.7 0.11 0.67
41 0.217194 0.0690101 0.0683336 1.69 0.11 0.82
42 0.188849 0.0989998 0.0957365 1.7 0.11 0.95
43 0.625246 0.0535811 0.0536599 1.76 0.14 0.08
44 0.494339 0.0266548 0.0266943 1.76 0.14 0.22
45 0.394526 0.025847 0.0258786 1.76 0.14 0.37
46 0.321706 0.0263078 0.0263197 1.74 0.14 0.52
47 0.266983 0.0280247 0.0280087 1.73 0.14 0.67
48 0.226785 0.0265173 0.0264699 1.72 0.15 0.82
49 0.197375 0.0357892 0.0355683 1.71 0.15 0.95
50 0.629065 0.067042 0.0670281 1.74 0.2 0.09
51 0.508035 0.0268923 0.0269914 1.73 0.21 0.22
52 0.406857 0.0399167 0.0402337 1.73 0.21 0.37
53 0.332966 0.0289993 0.0290862 1.73 0.21 0.52
54 0.27732 0.0213653 0.0213911 1.72 0.21 0.67
55 0.231072 0.0218063 0.0218088 1.72 0.2 0.83
56 0.20378 0.0294228 0.0292804 1.72 0.2 0.95
57 0.602634 0.137529 0.128817 1.72 0.26 0.11
58 0.502672 0.024077 0.0241418 1.72 0.27 0.22
59 0.403958 0.0313783 0.0317285 1.72 0.27 0.37
60 0.331773 0.0413117 0.0418737 1.72 0.27 0.52
61 0.277351 0.0329258 0.033121 1.72 0.27 0.67
62 0.235271 0.0261024 0.0261753 1.72 0.27 0.82
63 0.206044 0.0309876 0.0310251 1.72 0.27 0.95
64 0.563089 -0 0.271459 1.72 0.32 0.13
65 0.488366 0.0314371 0.0318039 1.75 0.32 0.22
66 0.393537 0.0309781 0.0313381 1.75 0.32 0.37
67 0.324152 0.0392668 0.0404071 1.75 0.32 0.52
68 0.271812 0.0414131 0.0422652 1.75 0.32 0.67
69 0.231322 0.0330709 0.0334286 1.75 0.32 0.82
70 0.203187 0.0403669 0.040652 1.75 0.32 0.95
71 0.459279 0.124835 0.115955 1.91 0.37 0.23
72 0.376388 0.0830804 0.0857803 1.91 0.37 0.37
73 0.310642 0.086537 0.0918478 1.91 0.37 0.52
74 0.261058 0.0955503 0.105805 1.91 0.37 0.67
75 0.222712 0.0952326 0.101855 1.91 0.37 0.82
76 0.196082 0.106933 0.111698 1.91 0.37 0.95
77 0.625853 0.166389 0.166514 2.08 0.12 0.07
78 0.493842 0.100868 0.100876 2.08 0.12 0.21
79 0.387922 0.122351 0.122349 2.08 0.12 0.37
80 0.320555 0.148991 0.148943 2.07 0.12 0.51
81 0.262737 0.174575 0.173926 2.07 0.12 0.67
82 0.221403 0.215356 0.210843 2.07 0.12 0.82
83 0.192817 0.313295 0.291654 2.07 0.12 0.95
84 0.625552 0.0567826 0.0568033 2.39 0.14 0.08
85 0.498499 0.0223886 0.0223961 2.41 0.15 0.22
86 0.398449 0.0246401 0.0246449 2.39 0.15 0.37
87 0.325521 0.0279013 0.0279 2.38 0.15 0.52
88 0.270705 0.0308325 0.0308212 2.36 0.15 0.67
89 0.228464 0.0334298 0.0333752 2.34 0.15 0.82
90 0.200741 0.0375157 0.0373706 2.34 0.16 0.95
91 0.629134 0.085359 0.0853061 2.52 0.2 0.09
92 0.507708 0.0280625 0.0281448 2.51 0.2 0.22
93 0.406584 0.0274054 0.0274903 2.5 0.2 0.37
94 0.332818 0.0256502 0.0257078 2.51 0.2 0.52
95 0.277341 0.0244235 0.024459 2.5 0.2 0.67
96 0.234551 0.0239148 0.0239209 2.47 0.2 0.82
97 0.204916 0.0301851 0.0301519 2.45 0.2 0.95
98 0.602275 0.142472 0.136957 2.47 0.26 0.11
99 0.501993 0.022419 0.0224682 2.46 0.27 0.22
100 0.403124 0.0269246 0.0270835 2.45 0.27 0.37
101 0.330918 0.0327744 0.0330659 2.44 0.27 0.52
102 0.276551 0.0296017 0.0297945 2.44 0.27 0.67
103 0.234592 0.0244616 0.024569 2.43 0.27 0.82
104 0.205498 0.0275431 0.0276703 2.43 0.27 0.95
105 0.562255 0.344787 0.219958 2.43 0.32 0.13
106 0.483341 0.0252328 0.0252633 2.44 0.33 0.22
107 0.389054 0.0223819 0.0224496 2.43 0.33 0.37
108 0.32015 0.0264754 0.0268097 2.42 0.33 0.52
109 0.268226 0.0301669 0.0307079 2.42 0.33 0.67
110 0.228138 0.0305044 0.0310127 2.41 0.33 0.82
111 0.200315 0.0346717 0.0353922 2.41 0.33 0.95
112 0.446313 0.0451722 0.0384409 2.44 0.38 0.24
113 0.366573 0.026229 0.0266722 2.45 0.39 0.37
114 0.302232 0.0245721 0.0247193 2.45 0.39 0.52
115 0.253776 0.0273185 0.0280592 2.44 0.39 0.67
116 0.216315 0.0288043 0.0298861 2.44 0.39 0.82
117 0.190324 0.0360308 0.0378016 2.44 0.39 0.95
118 0.399664 0.0988881 0.0705931 2.65 0.43 0.27
119 0.342054 0.0594774 0.0499953 2.71 0.44 0.37
120 0.282165 0.0410283 0.043318 2.7 0.44 0.52
121 0.237 0.0381919 0.0386955 2.71 0.44 0.67
122 0.202133 0.03882 0.0405208 2.71 0.44 0.82
123 0.177981 0.0500826 0.0551861 2.7 0.44 0.95
124 0.315379 0.268107 0.24072 2.96 0.48 0.38
125 0.263614 0.301992 0.284287 2.96 0.48 0.52
126 0.221398 0.247654 0.259889 2.96 0.48 0.67
127 0.186919 0.184932 0.22575 2.95 0.48 0.83
128 0.166222 0.301879 0.339467 2.95 0.48 0.95
129 0.624897 0.248984 0.249249 3.12 0.17 0.09
130 0.503964 0.115838 0.115871 3.12 0.17 0.22
131 0.40904 0.1344 0.134371 3.11 0.17 0.36
132 0.329924 0.150371 0.149874 3.11 0.17 0.52
133 0.274785 0.170355 0.170576 3.11 0.17 0.67
134 0.232304 0.18755 0.189083 3.11 0.17 0.82
135 0.202912 0.255671 0.254686 3.11 0.17 0.95
136 0.618629 0.0937081 0.0936765 3.49 0.21 0.1
137 0.508136 0.0319627 0.031979 3.53 0.21 0.22
138 0.407141 0.0326251 0.032645 3.54 0.21 0.37
139 0.333478 0.0337299 0.0337413 3.5 0.21 0.52
140 0.278098 0.0355176 0.035517 3.48 0.21 0.67
141 0.235413 0.038274 0.0382587 3.47 0.21 0.82
142 0.205864 0.0503423 0.0502653 3.45 0.21 0.95
143 0.601976 0.310635 0.296862 3.84 0.26 0.11
144 0.503471 0.037993 0.038071 3.84 0.26 0.22
