1 1.17115 0.405556 0.405706 1.25 0.11 0.07
2 0.80851 0.121779 0.122066 1.24 0.11 0.22
3 0.587585 0.0967295 0.0970027 1.24 0.11 0.38
4 0.463847 0.0792302 0.0795122 1.21 0.11 0.52
5 0.371434 0.0595814 0.0606381 1.2 0.11 0.67
6 0.305132 0.0500112 0.0514105 1.2 0.11 0.82
7 0.261989 0.071421 0.0738452 1.2 0.11 0.95
8 1.07679 0.34912 0.349127 1.23 0.14 0.08
9 0.751469 0.0994674 0.0993915 1.22 0.15 0.22
10 0.564656 0.0708107 0.0711941 1.22 0.14 0.37
11 0.429636 0.0540782 0.0545246 1.21 0.14 0.53
12 0.344017 0.0429361 0.0436444 1.19 0.14 0.68
13 0.28069 0.036268 0.0374085 1.19 0.15 0.82
14 0.239511 0.0435309 0.0455771 1.21 0.15 0.95
15 0.944747 0.751659 0.750336 1.21 0.21 0.09
16 0.68938 0.150502 0.149942 1.21 0.21 0.22
17 0.510075 0.184183 0.183723 1.21 0.21 0.37
18 0.394454 0.111525 0.114195 1.2 0.21 0.52
19 0.314557 0.0705397 0.073612 1.19 0.2 0.68
20 0.257562 0.0587334 0.0623169 1.19 0.2 0.83
21 0.222257 0.0784162 0.0857115 1.21 0.2 0.95
22 0.833454 2.17426 2.19396 1.27 0.26 0.11
23 0.641781 0.218054 0.216823 1.28 0.26 0.22
24 0.475403 0.197846 0.194524 1.28 0.26 0.37
25 0.367851 0.253068 0.267471 1.28 0.26 0.52
26 0.293837 0.157358 0.170403 1.27 0.26 0.67
27 0.240317 0.113897 0.125384 1.27 0.26 0.82
28 0.204918 0.134084 0.154688 1.28 0.26 0.95
29 0.731915 0 0 1.44 0.31 0.13
30 0.593183 0.822488 0.814367 1.44 0.31 0.22
31 0.439506 0.625585 0.596317 1.44 0.31 0.37
32 0.340142 0.695043 0.727422 1.44 0.31 0.52
33 0.271575 0.546246 0.675486 1.44 0.31 0.67
34 0.222065 0.341405 0.445157 1.44 0.31 0.82
35 0.189454 0.364066 0.497293 1.44 0.31 0.95
36 1.1692 0.542897 0.543398 1.77 0.11 0.07
37 0.803819 0.172466 0.172429 1.77 0.11 0.22
