4 1 1 -1000 0 0 
4 1 2 -1000 0 0 
4 1 3 -1000 0 0 
4 1 4 -1000 0 0 
4 2 1 -1000 0 0 
4 2 2 -1000 0 0 
4 2 3 -1000 0 0 
4 2 4 -7.77433 10.4135 18.7287 
4 3 1 -1000 0 0 
4 3 2 -13.9082 11.9816 24.9158 
4 3 3 -8.56783 9.26498 11.5981 
4 3 4 -4.70842 5.83184 5.79389 
4 4 1 -1000 0 0 
4 4 2 -1000 0 0 
4 4 3 -1000 0 0 
4 4 4 -3.92396 3.62054 14.3603 
3 1 1 -3.92396 3.62054 14.3603 
3 1 2 -3.92396 3.62054 14.3603 
3 1 3 -3.92396 3.62054 14.3603 
3 1 4 -3.92396 3.62054 14.3603 
3 2 1 -68.1436 65.0572 120.377 
3 2 2 -26.6836 24.878 30.3089 
3 2 3 -1000 0 0 
3 2 4 -1000 0 0 
3 3 1 -1.91566 86.5962 275.987 
3 3 2 -1000 0 0 
3 3 3 -7.4627 13.1237 20.8166 
3 3 4 -3.90531 8.37991 7.91028 
3 4 1 -1000 0 0 
3 4 2 -1000 0 0 
3 4 3 -1000 0 0 
3 4 4 -1000 0 0 
2 1 1 -107.392 866.783 617.316 
2 1 2 -31.5948 88.3087 94.5202 
2 1 3 -24.4729 36.5695 21.2327 
2 1 4 -11.731 12.6155 8.84974 
2 2 1 -95.6035 40.2889 22.9754 
2 2 2 -25.9919 12.8217 13.1929 
2 2 3 -9.3031 14.1014 5.29885 
2 2 4 -2.36197 4.71943 3.60865 
2 3 1 -1000 0 0 
2 3 2 -1000 0 0 
2 3 3 -6.65309 9.70048 13.5712 
2 3 4 -2.6662 6.14789 5.16825 
2 4 1 -1000 0 0 
2 4 2 -1000 0 0 
2 4 3 -1000 0 0 
2 4 4 0.157547 5.25503 2.83566 
1 1 1 -274.636 228.36 152.076 
1 1 2 -142.307 36.5497 20.2188 
1 1 3 -6.23393 15.8935 7.61548 
1 1 4 -3.4079 1.35231 1.03123 
1 2 1 -112.715 49.3497 307.235 
1 2 2 -21.6354 12.424 12.2591 
1 2 3 -2.47916 3.69103 3.50255 
1 2 4 -0.0176218 1.94854 2.23226 
1 3 1 -1000 0 0 
1 3 2 -13.6267 8.96902 22.9821 
1 3 3 -1.90148 6.29771 9.30585 
1 3 4 -0.449084 2.59538 2.10698 
1 4 1 -1000 0 0 
1 4 2 -1000 0 0 
1 4 3 -1000 0 0 
1 4 4 -1000 0 0 
